tokenID,name,description,file_name,attributes[Background],attributes[Skin],attributes[Type],attributes[Status],attributes[Body],attributes[Mouth],attributes[Eyes],attributes[Head],attributes[Special],attributes[Legend]
4102,Squig #4102,"4,444 Creatures from another world come to observe and imitate Humans.",4102.png,Light Blue,Amphibian Red,Amphibian,Reloaded,Purple Transparent Shirt,Open,Angry Triple Lashes,Bald,None,
4103,Squig #4103,"4,444 Creatures from another world come to observe and imitate Humans.",4103.png,Purple,Green,Squig,Reloaded,Pink Jacket,Tape,Surgery,Dennis Pink,None,
4104,Squig #4104,"4,444 Creatures from another world come to observe and imitate Humans.",4104.png,Light Blue,Robot,Robot,Reloaded,Jedi,Open,Sleepy Triple,Black Cap,None,
4105,Squig #4105,"4,444 Creatures from another world come to observe and imitate Humans.",4105.png,Grey,Purple,Squig,Reloaded,Green Tee,Oh,Cyclops Lashes,Brown Hair Bandana,None,
4106,Squig #4106,"4,444 Creatures from another world come to observe and imitate Humans.",4106.png,Light Blue Splash,Dark Brown Elf,Squig Elf,Reloaded,White Sweat,Sewn,Surgery Lashes,Boom Bucket,None,
4107,Squig #4107,"4,444 Creatures from another world come to observe and imitate Humans.",4107.png,Green Boom,Amphibian Green,Amphibian,Reloaded,Ugly Side of the Moon,Tape,Anger Cyclops,Purple Punk,None,
4108,Squig #4108,"4,444 Creatures from another world come to observe and imitate Humans.",4108.png,Yellow Boom,Amphibian Red,Amphibian,Reloaded,Born Ugly Tank Yellow,Mustache,Eye Patch,Knife,None,
4109,Squig #4109,"4,444 Creatures from another world come to observe and imitate Humans.",4109.png,Pink Splash,Brown Elf,Squig Elf,Reloaded,Black Hoodie,Open,Cyclops,Yellow Bowl,None,
4110,Squig #4110,"4,444 Creatures from another world come to observe and imitate Humans.",4110.png,Grey Splash,Brown,Squig,Reloaded,Cowboy Green,Toothless,Angry Triple,White Cowboy,None,
4111,Squig #4111,"4,444 Creatures from another world come to observe and imitate Humans.",4111.png,Sky,Brown,Squig,Reloaded,White Sweat,Toothless,Bionic Lashes,Flower Hat,None,
4112,Squig #4112,"4,444 Creatures from another world come to observe and imitate Humans.",4112.png,Light Blue,Green,Squig,Reloaded,Green Polo,Smile,Suspect Cyclops,Lemon Sunhat,None,
4113,Squig #4113,"4,444 Creatures from another world come to observe and imitate Humans.",4113.png,Light Blue Portal,Green Elf,Squig Elf,Reloaded,Fishnet,Tongue,Angry Triple,Brain Bucket,None,
4114,Squig #4114,"4,444 Creatures from another world come to observe and imitate Humans.",4114.png,Orange Splash,Dark Brown,Squig,Reloaded,Blue Tracksuit,Open,Cyclops Lashes,Parted,None,
4115,Squig #4115,"4,444 Creatures from another world come to observe and imitate Humans.",4115.png,Yellow,Brown Elf,Squig Elf,Reloaded,Gold Boxing Gloves,Gold Digger,Surgery Lashes,Blonde Hair Bandana,None,
4116,Squig #4116,"4,444 Creatures from another world come to observe and imitate Humans.",4116.png,Light Blue Splash,Green,Squig,Reloaded,Ninja,Giant Tongue,Cyclops Lashes,Pink Beanie,None,
4117,Squig #4117,"4,444 Creatures from another world come to observe and imitate Humans.",4117.png,Purple Boom,Zombie,Zombie,Reloaded,Purple Hoodie,Neutral,Surgery,Black Cap,None,
4118,Squig #4118,"4,444 Creatures from another world come to observe and imitate Humans.",4118.png,Grey,Brown Elf,Squig Elf,Reloaded,Inflatable Musclor,Sad,Cyclops Lashes,Brown Hair Bandana,None,
4119,Squig #4119,"4,444 Creatures from another world come to observe and imitate Humans.",4119.png,Green,Zombie,Zombie,Reloaded,Yellow Pink Polo,Neutral,Triple,Headphones,None,
4120,Squig #4120,"4,444 Creatures from another world come to observe and imitate Humans.",4120.png,Green Portal,Beige Elf,Squig Elf,Reloaded,Black Tank,Oh,Angry Cyclops Lashes,Pink Beanie,None,
4121,Squig #4121,"4,444 Creatures from another world come to observe and imitate Humans.",4121.png,Yellow,Beige Elf,Squig Elf,Reloaded,Fisherman Black,Sad,Cyclops,Visor,Gold Earring,
4122,Squig #4122,"4,444 Creatures from another world come to observe and imitate Humans.",4122.png,Orange,Dark Brown Elf,Squig Elf,Reloaded,White Suit,Sad,Angry Triple Lashes,Visor,None,
4123,Squig #4123,"4,444 Creatures from another world come to observe and imitate Humans.",4123.png,Yellow Splash,Dark Brown,Squig,Reloaded,Black Jacket,Oh,Angry Triple Lashes,Brown Pigtails,Gold Earring,
4124,Squig #4124,"4,444 Creatures from another world come to observe and imitate Humans.",4124.png,Pink,Robot,Robot,Reloaded,White Tank,Toothless,Triple Lashes,Purple Punk,None,
4125,Squig #4125,"4,444 Creatures from another world come to observe and imitate Humans.",4125.png,Light Blue Boom,Brown Elf,Squig Elf,Reloaded,Fisherman Multi,Toothless,Surgery Lashes,Hockey Helmet,None,
4126,Squig #4126,"4,444 Creatures from another world come to observe and imitate Humans.",4126.png,Yellow Splash,Beige,Squig,Reloaded,Red Bralette,Neutral,Triple Lashes,Purple Punk,None,
4127,Squig #4127,"4,444 Creatures from another world come to observe and imitate Humans.",4127.png,Orange Boom,Purple Elf,Squig Elf,Reloaded,Yellow Pink Polo,Oh,Bionic,Donuts,None,
4128,Squig #4128,"4,444 Creatures from another world come to observe and imitate Humans.",4128.png,Pink,Beige Elf,Squig Elf,Reloaded,Baseball Jersey Blue,Neutral,Sleepy Triple,Blonde Hair Bandana,None,
4129,Squig #4129,"4,444 Creatures from another world come to observe and imitate Humans.",4129.png,Pink,Green,Squig,Reloaded,Green Tee,Open,Triple Lashes,Blonde Hair Bandana,None,
4130,Squig #4130,"4,444 Creatures from another world come to observe and imitate Humans.",4130.png,Light Blue Boom,Dark Zombie,Zombie,Reloaded,White Tee,Neutral,Triple Lashes,Paper Boat,None,
4131,Squig #4131,"4,444 Creatures from another world come to observe and imitate Humans.",4131.png,Yellow Portal,Zombie,Zombie,Reloaded,Black Tee,Neutral,Triple Lashes,Green Cap,Weed Necklace,
4132,Squig #4132,"4,444 Creatures from another world come to observe and imitate Humans.",4132.png,Pink,Dark Zombie,Zombie,Reloaded,Blue Surf Lycra,Toothless,Sleepy Triple,Brown Pigtails,None,
4133,Squig #4133,"4,444 Creatures from another world come to observe and imitate Humans.",4133.png,Green Boom,Dark Brown Elf,Squig Elf,Reloaded,Black Suit,Oh,Triple,Afro Blonde,Dino,
4134,Squig #4134,"4,444 Creatures from another world come to observe and imitate Humans.",4134.png,Pink,Dark Brown,Squig,Reloaded,Fast Food Hoodie,Tape,Cyclops,Golf,None,
4135,Squig #4135,"4,444 Creatures from another world come to observe and imitate Humans.",4135.png,Yellow Splash,Robot,Robot,Reloaded,PAAF Tee,Afraid,Cyclops,Black Cap,None,
4136,Squig #4136,"4,444 Creatures from another world come to observe and imitate Humans.",4136.png,Light Blue Splash,Beige Elf,Squig Elf,Reloaded,Prison,Afraid,Angry Triple,Dennis Pink,Gold Earring,
4137,Squig #4137,"4,444 Creatures from another world come to observe and imitate Humans.",4137.png,Purple Portal,Dark Brown,Squig,Reloaded,Black Jacket,Gold Giant Tongue,Cyclops Lashes,Yellow Bowl,None,
4138,Squig #4138,"4,444 Creatures from another world come to observe and imitate Humans.",4138.png,Pink Portal,Purple,Squig,Reloaded,Green Tee,Neutral,Triple,Iridescent Sunhat,Sad Necklace,
4139,Squig #4139,"4,444 Creatures from another world come to observe and imitate Humans.",4139.png,Pink Portal,Dark Brown Elf,Squig Elf,Reloaded,Cowboy Green,Oh,Triple,Pink Cowboy,None,
4140,Squig #4140,"4,444 Creatures from another world come to observe and imitate Humans.",4140.png,Green Portal,Brown,Squig,Reloaded,Black Tank,Sad,Triple Lashes,Nurse,Weed Necklace,
4141,Squig #4141,"4,444 Creatures from another world come to observe and imitate Humans.",4141.png,Light Blue,Green Elf,Squig Elf,Reloaded,Boxing Gloves,Smile,Triple,Hoops,None,
4142,Squig #4142,"4,444 Creatures from another world come to observe and imitate Humans.",4142.png,Orange Boom,Brown,Squig,Reloaded,Beige Jacket,Neutral,Triple Lashes,Cowboy,None,
4143,Squig #4143,"4,444 Creatures from another world come to observe and imitate Humans.",4143.png,Light Blue Splash,Green Elf,Squig Elf,Reloaded,Purple Transparent Shirt,Open,Anger Cyclops,Bow,Blunt,
4144,Squig #4144,"4,444 Creatures from another world come to observe and imitate Humans.",4144.png,Grey,Beige Elf,Squig Elf,Reloaded,Flowers Overalls,Oh,Angry Cyclops Lashes,Space Brain,None,
4145,Squig #4145,"4,444 Creatures from another world come to observe and imitate Humans.",4145.png,Orange Portal,Robot,Robot,Reloaded,Green Tee,Afraid,Angry Triple Lashes,Black Cap,None,
4146,Squig #4146,"4,444 Creatures from another world come to observe and imitate Humans.",4146.png,Purple Splash,Purple Elf,Squig Elf,Reloaded,Ugly Fighting Club Belt,Open,Bionic,Brain Bucket,None,
4147,Squig #4147,"4,444 Creatures from another world come to observe and imitate Humans.",4147.png,Green Boom,Green Elf,Squig Elf,Reloaded,Pink Hoodie,Neutral,Triple Lashes,Buoy,None,
4148,Squig #4148,"4,444 Creatures from another world come to observe and imitate Humans.",4148.png,Purple Splash,Beige,Squig,Reloaded,Green Tee,Revive Pill,Triple Lashes,Green Cap,None,
4149,Squig #4149,"4,444 Creatures from another world come to observe and imitate Humans.",4149.png,Yellow Boom,Green,Squig,Reloaded,Ugly Long Tee,Sad,Triple,Ugly Black Cap,Weed Necklace,
4150,Squig #4150,"4,444 Creatures from another world come to observe and imitate Humans.",4150.png,Green,Purple Elf,Squig Elf,Reloaded,Beavis Tee,Tongue,Triple Lashes,Bandana,None,
4151,Squig #4151,"4,444 Creatures from another world come to observe and imitate Humans.",4151.png,Purple Splash,Brown,Squig,Reloaded,Pink Jacket,Giant Tongue,Cyclops Lashes,Pink Ugly Cap,None,
4152,Squig #4152,"4,444 Creatures from another world come to observe and imitate Humans.",4152.png,Green,Dark Zombie,Zombie,Reloaded,Native Shirt,Toothless,Angry Cyclops,Ugly Black Cap,None,
4153,Squig #4153,"4,444 Creatures from another world come to observe and imitate Humans.",4153.png,Grey Portal,Crystal Elf,Squig Elf,Reloaded,Multi Overalls,Smile,Bionic Lashes,Afro Blonde,None,
4154,Squig #4154,"4,444 Creatures from another world come to observe and imitate Humans.",4154.png,Purple Splash,Purple Elf,Squig Elf,Reloaded,Green White Polo,Duck,Cyclops,Yellow Punk,None,
4155,Squig #4155,"4,444 Creatures from another world come to observe and imitate Humans.",4155.png,Yellow,Green Elf,Squig Elf,Reloaded,Green Polo,Giant Iridescent Tongue,Angry Cyclops Lashes,Yellow Sunhat,None,
4156,Squig #4156,"4,444 Creatures from another world come to observe and imitate Humans.",4156.png,Pink Splash,Beige Elf,Squig Elf,Reloaded,Purple Tee,Smile,Cyclops Lashes,Mountie,Smile Necklace,
4157,Squig #4157,"4,444 Creatures from another world come to observe and imitate Humans.",4157.png,Yellow,Purple Elf,Squig Elf,Reloaded,Black Sweat,Afraid,Cyclops,J Brim,None,
4158,Squig #4158,"4,444 Creatures from another world come to observe and imitate Humans.",4158.png,Orange Splash,Brown Elf,Squig Elf,Reloaded,Fisherman Black,Open,Angry Cyclops Lashes,Skate Pink,None,
4159,Squig #4159,"4,444 Creatures from another world come to observe and imitate Humans.",4159.png,Purple,Purple,Squig,Reloaded,Ugly Hockey Jersey,Afraid,Angry Triple Lashes,White Cowboy,None,
4160,Squig #4160,"4,444 Creatures from another world come to observe and imitate Humans.",4160.png,Light Blue Splash,Brown,Squig,Reloaded,White Sweat,Tape,Angry Triple,Green Beanie,None,
4161,Squig #4161,"4,444 Creatures from another world come to observe and imitate Humans.",4161.png,Purple,Brown Elf,Squig Elf,Reloaded,Naked,Neutral,Cyclops Lashes,White Backwards Cap,Weed Necklace,
4162,Squig #4162,"4,444 Creatures from another world come to observe and imitate Humans.",4162.png,Green Boom,Amphibian Red,Amphibian,Reloaded,Black Tank,Sewn,Cyclops,Nurse,None,
4163,Squig #4163,"4,444 Creatures from another world come to observe and imitate Humans.",4163.png,Purple Portal,Crystal Elf,Squig Elf,Reloaded,Red Tracksuit,Giant Tongue,Angry Triple,3D,None,
4164,Squig #4164,"4,444 Creatures from another world come to observe and imitate Humans.",4164.png,Purple,Beige,Squig,Reloaded,Purple Hoodie,Smile,Triple Lashes,Pink Beanie,None,
4165,Squig #4165,"4,444 Creatures from another world come to observe and imitate Humans.",4165.png,Yellow,Dark Brown Elf,Squig Elf,Reloaded,Naked,Smile,Angry Triple Lashes,Grey Boom Bucket,None,
4166,Squig #4166,"4,444 Creatures from another world come to observe and imitate Humans.",4166.png,Purple Splash,Brown,Squig,Reloaded,Purple Hoodie,Oh,Bionic,Paper Boat,Green Laser,
4167,Squig #4167,"4,444 Creatures from another world come to observe and imitate Humans.",4167.png,Purple,Amphibian Red,Amphibian,Reloaded,Pink Jacket,Sad,Triple Lashes,Green Ugly Cap,None,
4168,Squig #4168,"4,444 Creatures from another world come to observe and imitate Humans.",4168.png,Orange Portal,Dark Brown,Squig,Reloaded,White Tee Red Bandana,Smile,Triple Lashes,Flower Hat,None,
4169,Squig #4169,"4,444 Creatures from another world come to observe and imitate Humans.",4169.png,Yellow Splash,Green Elf,Squig Elf,Reloaded,Born Ugly Tank Yellow,Toothless,Anger Cyclops,Dread,None,
4170,Squig #4170,"4,444 Creatures from another world come to observe and imitate Humans.",4170.png,Light Blue Splash,Amphibian Purple,Amphibian,Reloaded,Black Sweat,Smile,Triple Lashes,Bow,None,
4171,Squig #4171,"4,444 Creatures from another world come to observe and imitate Humans.",4171.png,Pink Splash,Brown,Squig,Reloaded,Iridescent Bralette,Sad,Anger Cyclops,Brown Hair Bandana,None,
4172,Squig #4172,"4,444 Creatures from another world come to observe and imitate Humans.",4172.png,Grey Splash,Dark Brown Elf,Squig Elf,Reloaded,Green Polo,Toothless,Sleepy Triple,Pink Beanie,Gold Earring,
4173,Squig #4173,"4,444 Creatures from another world come to observe and imitate Humans.",4173.png,Light Blue,Purple Elf,Squig Elf,Reloaded,Purple Tee,Mustache,Bionic,White Cowboy,None,
4174,Squig #4174,"4,444 Creatures from another world come to observe and imitate Humans.",4174.png,Grey Splash,Purple,Squig,Reloaded,White Tee,Neutral,Triple,Pirate,None,
4175,Squig #4175,"4,444 Creatures from another world come to observe and imitate Humans.",4175.png,Yellow Splash,Green,Squig,Reloaded,White Sweat,Smile,Angry Cyclops,J Brim,None,
4176,Squig #4176,"4,444 Creatures from another world come to observe and imitate Humans.",4176.png,Pink Splash,Green Elf,Squig Elf,Reloaded,XRay Tee,Neutral,Cyclops Lashes,Donuts,None,
4177,Squig #4177,"4,444 Creatures from another world come to observe and imitate Humans.",4177.png,Grey Boom,Dark Brown Elf,Squig Elf,Reloaded,Blue Overalls,Afraid,Anger Cyclops,Blonde Mullet,None,
4178,Squig #4178,"4,444 Creatures from another world come to observe and imitate Humans.",4178.png,Purple,Green,Squig,Reloaded,Born Ugly Tank,Sad,Angry Cyclops Lashes,Yellow Bowl,None,
4179,Squig #4179,"4,444 Creatures from another world come to observe and imitate Humans.",4179.png,Light Blue Portal,Brown,Squig,Reloaded,Blue Puffy,Futuristic Mask,Angry Triple,Bow,Gold Earring,
4180,Squig #4180,"4,444 Creatures from another world come to observe and imitate Humans.",4180.png,Orange,Green,Squig,Reloaded,Flowers Overalls,Neutral,Triple,Green Beanie,None,
4181,Squig #4181,"4,444 Creatures from another world come to observe and imitate Humans.",4181.png,Green Boom,Green Elf,Squig Elf,Reloaded,White Tee Red Bandana,Afraid,Cyclops Lashes,Yellow Sunhat,Dino,
4182,Squig #4182,"4,444 Creatures from another world come to observe and imitate Humans.",4182.png,Light Blue,Dark Brown,Squig,Reloaded,Flowers Overalls,Giant Tongue,Sleepy Triple,Rainbow,None,
4183,Squig #4183,"4,444 Creatures from another world come to observe and imitate Humans.",4183.png,Purple Splash,Green Elf,Squig Elf,Reloaded,Bowling Shirt,Afraid,Sleepy Triple,Green Cap,Gold Earring,
4184,Squig #4184,"4,444 Creatures from another world come to observe and imitate Humans.",4184.png,Green Splash,Purple Elf,Squig Elf,Reloaded,Black Sweat,Sad,Triple Lashes,Pink Cowboy,Weed Necklace,
4185,Squig #4185,"4,444 Creatures from another world come to observe and imitate Humans.",4185.png,Orange Splash,Beige,Squig,Reloaded,Pink Hoodie,Gold Digger,Triple Lashes,Rainbow,None,
4186,Squig #4186,"4,444 Creatures from another world come to observe and imitate Humans.",4186.png,Pink,Beige,Squig,Reloaded,Yellow Puffy,Smile,Angry Triple Lashes,Pink Ugly Cap,None,
4187,Squig #4187,"4,444 Creatures from another world come to observe and imitate Humans.",4187.png,Light Blue Splash,Dark Robot,Robot,Reloaded,Black Sweat,Sad,Triple,Purr Paw,None,
4188,Squig #4188,"4,444 Creatures from another world come to observe and imitate Humans.",4188.png,Light Blue,Brown Elf,Squig Elf,Reloaded,White Tee,Afraid,Cyclops Lashes,Rice Dome,None,
4189,Squig #4189,"4,444 Creatures from another world come to observe and imitate Humans.",4189.png,Orange,Green Elf,Squig Elf,Reloaded,White Sweat,Neutral,Angry Triple,Construction Cone,None,
4190,Squig #4190,"4,444 Creatures from another world come to observe and imitate Humans.",4190.png,Green Splash,Beige Elf,Squig Elf,Reloaded,Red Bralette,Smile,Sleepy Triple,Blonde Pigtails,None,
4191,Squig #4191,"4,444 Creatures from another world come to observe and imitate Humans.",4191.png,Light Blue,Brown,Squig,Reloaded,White Tee,Oh,Triple Lashes,Goggles,None,
4192,Squig #4192,"4,444 Creatures from another world come to observe and imitate Humans.",4192.png,Grey Boom,Dark Brown,Squig,Reloaded,Borat,Sad,Bionic,Green Ugly Cap,None,
4193,Squig #4193,"4,444 Creatures from another world come to observe and imitate Humans.",4193.png,Green,Brown,Squig,Reloaded,Flame Sweat,Neutral,Triple Lashes,Bag,None,
4194,Squig #4194,"4,444 Creatures from another world come to observe and imitate Humans.",4194.png,Light Blue Boom,Dark Zombie,Zombie,Reloaded,White Tee,Neutral,Angry Cyclops Lashes,Lemon Sunhat,None,
4195,Squig #4195,"4,444 Creatures from another world come to observe and imitate Humans.",4195.png,Green Boom,Purple,Squig,Reloaded,Blue Overalls,Open,Angry Cyclops Lashes,Sheriff,None,
